,ID,subsystem
4885,SPC_HSt,"Transport, extracellular"
4886,SPH1Pte,"Transport, extracellular"
4887,SPH1Ptr,"Transport, endoplasmic reticular"
4888,SPHGNtr,"Transport, endoplasmic reticular"
4889,SPHINGStl,"Transport, lysosomal"
4890,SPHINGStr,"Transport, endoplasmic reticular"
4891,SPHMYLNtg,"Transport, golgi apparatus"
4892,SPHMYLNtl,"Transport, lysosomal"
4893,SPHS1Pte,"Transport, extracellular"
4894,SPHS1Ptr,"Transport, endoplasmic reticular"
4895,SRTNt6_2_r,"Transport, extracellular"
4896,SRTNtu,"Transport, extracellular"
4897,STRDNCCRNt,Fatty acid oxidation
4898,STRDNCt,"Transport, extracellular"
4899,SUCCt2m,"Transport, mitochondrial"
4900,SUCCt4_2,"Transport, extracellular"
4901,SULFOX,Methionine and cysteine metabolism
4902,TAGAT_Dt,"Transport, extracellular"
4903,TAURt4_2_r,"Transport, extracellular"
4904,TAURtcx,Taurine and hypotaurine metabolism
4905,TAXOLte,"Transport, extracellular"
4906,TCHOLAt,"Transport, extracellular"
4907,TCHOLAt2,"Transport, extracellular"
4908,TCHOLAt3,"Transport, extracellular"
4909,TCHOLAte,"Transport, extracellular"
4910,TCHOLAtx,"Transport, peroxisomal"
4911,TCYNTt,"Transport, extracellular"
4912,TCYNTtm,"Transport, mitochondrial"
4913,TDCHOLAte,"Transport, extracellular"
4914,TDCHOLAtx,"Transport, peroxisomal"
4915,TETHEX3COAtx,"Transport, peroxisomal"
4916,TETHEX3t,"Transport, extracellular"
4917,TETPENT3COAtx,"Transport, peroxisomal"
4918,TETPENT3CRNt,Fatty acid oxidation
4919,TETPENT3t,"Transport, extracellular"
4920,TETPENT6COAtx,"Transport, peroxisomal"
4921,TETPENT6CRNt,Fatty acid oxidation
4922,TETPENT6t,"Transport, extracellular"
4923,TETTET6COAtx,"Transport, peroxisomal"
4924,TETTET6CRNt,Fatty acid oxidation
4925,TETTET6t,"Transport, extracellular"
4926,THCHOLSTOICtm,"Transport, peroxisomal"
4927,THD1m,NAD metabolism
4928,THFt2,"Transport, extracellular"
4929,THFtl,"Transport, lysosomal"
4930,THFtm,"Transport, mitochondrial"
4931,THMDt4,"Transport, extracellular"
4932,THMMPt4,"Transport, extracellular"
4933,THMMPtm,"Transport, mitochondrial"
4934,THMPPtm,"Transport, mitochondrial"
4935,THMt2m,"Transport, mitochondrial"
4936,THMt3,"Transport, extracellular"
4937,THMTPt,"Transport, extracellular"
4938,THP2Ctp,"Transport, peroxisomal"
4939,THRALANaEx,"Transport, extracellular"
4940,THRASNNaEx,"Transport, extracellular"
4941,THRCYSNaEx,"Transport, extracellular"
4942,THRGLNexR,"Transport, extracellular"
4943,THRGLNNaEx,"Transport, extracellular"
4944,THRGLYexR,"Transport, extracellular"
4945,THRSERNaEx,"Transport, extracellular"
4946,THRt4,"Transport, extracellular"
4947,THYMDt1,"Transport, extracellular"
4948,THYMDtl,"Transport, lysosomal"
4949,THYMDtm,"Transport, mitochondrial"
4950,THYMt,"Transport, extracellular"
4951,THYOXt,"Transport, extracellular"
4952,THYOXt2,"Transport, extracellular"
4953,TMLYSter,"Transport, endoplasmic reticular"
4954,TMNDNCCOAtx,"Transport, peroxisomal"
4955,TMNDNCCRNt,Fatty acid oxidation
4956,TMNDNCt,"Transport, extracellular"
4957,TOLBUTAMIDEte,"Transport, extracellular"
4958,TRIODTHYSUFt,"Transport, extracellular"
4959,TRIODTHYt,"Transport, extracellular"
4960,TRIODTHYt2,"Transport, extracellular"
4961,TRPt,"Transport, extracellular"
4962,TRPt4,"Transport, extracellular"
4963,TSTSTERONEGLCte,"Transport, extracellular"
4964,TSTSTERONEGLCtr,"Transport, endoplasmic reticular"
4965,TSTSTERONESte,"Transport, extracellular"
4966,TSTSTERONEt,"Transport, extracellular"
4967,TSTSTERONEtr,"Transport, endoplasmic reticular"
4968,TSULt4_3,"Transport, extracellular"
4969,TTDCAtr,"Transport, extracellular"
4970,TTDCRNt,Fatty acid oxidation
4971,TXA2te,"Transport, extracellular"
4972,TXA2tr,"Transport, endoplasmic reticular"
4973,TYMSFt,"Transport, extracellular"
4974,TYRt,"Transport, extracellular"
4975,TYRt4,"Transport, extracellular"
4976,UDPACGALtl,"Transport, lysosomal"
4977,UDPGALt2g,"Transport, golgi apparatus"
4978,UDPGALtg,"Transport, golgi apparatus"
4979,UDPGLCAter,"Transport, endoplasmic reticular"
4980,UDPGLCAtg,"Transport, golgi apparatus"
4981,UDPGLCter,"Transport, endoplasmic reticular"
4982,UDPGLCtg,"Transport, golgi apparatus"
4983,UDPtl,"Transport, lysosomal"
4984,UDPXYLter,"Transport, endoplasmic reticular"
4985,UDPXYLtg,"Transport, golgi apparatus"
4986,UGALNACter,"Transport, endoplasmic reticular"
4987,UGALNACtg,"Transport, golgi apparatus"
4988,UGLCNACtg,"Transport, golgi apparatus"
4989,UMPtr,"Transport, endoplasmic reticular"
4990,URAt,"Transport, extracellular"
4991,URATEt,"Transport, extracellular"
4992,URATEtx,"Transport, peroxisomal"
4993,UREAt,"Transport, extracellular"
4994,UREAt5,"Transport, extracellular"
4995,UREAtm,Urea cycle
4996,URIt,"Transport, extracellular"
4997,URIt4,"Transport, extracellular"
4998,Uritl,"Transport, lysosomal"
4999,Uritm,"Transport, mitochondrial"
5000,Uritn,"Transport, nuclear"
5001,UTPtn,"Transport, nuclear"
5002,VACCCRNt,Fatty acid oxidation
5003,VACCt,"Transport, extracellular"
5004,VALt5m,"Transport, mitochondrial"
5005,VALtec,"Transport, extracellular"
5006,VITD2t,"Transport, extracellular"
5007,VITD2tm,"Transport, mitochondrial"
5008,VITD3t,"Transport, extracellular"
5009,VITD3tm,"Transport, mitochondrial"
5010,WHDDCAte,"Transport, extracellular"
5011,WHHDCAte,"Transport, extracellular"
5012,WHTSTSTERONEte,"Transport, extracellular"
5013,WHTTDCAte,"Transport, extracellular"
5014,XANtx,"Transport, peroxisomal"
5015,XOL27OHtm,"Transport, mitochondrial"
5016,XOL7AH2tm,"Transport, mitochondrial"
5017,XOL7AH2tr,"Transport, endoplasmic reticular"
5018,XOL7AONEtr,"Transport, endoplasmic reticular"
5019,XOLDIOLONEt,"Transport, endoplasmic reticular"
5020,XOLDIOLONEtm,"Transport, endoplasmic reticular"
5021,XOLTRI24tc,"Transport, endoplasmic reticular"
5022,XOLTRI24te,"Transport, extracellular"
5023,XOLTRI25tc,"Transport, endoplasmic reticular"
5024,XOLTRI25te,"Transport, extracellular"
5025,XOLTRI27tc,"Transport, endoplasmic reticular"
5026,XOLTRI27te,"Transport, extracellular"
5027,XOLTRIOLtm,"Transport, mitochondrial"
5028,XOLTRIOLtr,"Transport, endoplasmic reticular"
5029,XSERtg,"Transport, golgi apparatus"
5030,XYLt,"Transport, extracellular"
5031,XYLtly,"Transport, lysosomal"
5032,XYLTt,"Transport, extracellular"
5033,YVITEt,"Transport, extracellular"
5034,r0002,"Transport, endoplasmic reticular"
5035,r0205,Oxidative phosphorylation
5036,r0801,"Transport, mitochondrial"
5037,r0809,Purine catabolism
5038,r0812,Purine catabolism
5039,r0813,"Transport, extracellular"
5040,r0817,"Transport, extracellular"
5041,r0818,Pyruvate metabolism
5042,r0819,"Transport, mitochondrial"
5043,r0821,"Transport, mitochondrial"
5044,r0822,"Transport, mitochondrial"
5045,r0825,"Transport, lysosomal"
5046,r0826,"Transport, endoplasmic reticular"
5047,r0829,"Transport, mitochondrial"
5048,r0830,"Transport, mitochondrial"
5049,r0834,"Transport, mitochondrial"
5050,r0835,"Transport, mitochondrial"
5051,r0836,"Transport, mitochondrial"
5052,r0838,"Transport, mitochondrial"
5053,r0839,"Transport, extracellular"
5054,r0840,"Transport, endoplasmic reticular"
5055,r0841,"Transport, endoplasmic reticular"
5056,r0842,"Transport, endoplasmic reticular"
5057,r0845,"Transport, endoplasmic reticular"
5058,r0853,Purine catabolism
5059,r0859,Purine catabolism
5060,r0860,Purine catabolism
5061,r0870,"Transport, extracellular"
5062,r0871,"Transport, extracellular"
5063,r0879,"Transport, extracellular"
5064,r0885,"Transport, mitochondrial"
5065,r0886,"Transport, endoplasmic reticular"
5066,r0892,"Transport, extracellular"
5067,r0899,"Transport, extracellular"
5068,r0907,"Transport, mitochondrial"
5069,r0908,"Transport, endoplasmic reticular"
5070,r0909,"Transport, endoplasmic reticular"
5071,r0911,"Transport, mitochondrial"
5072,r0913,"Transport, mitochondrial"
5073,r0915,"Transport, mitochondrial"
5074,r0917,"Transport, mitochondrial"
5075,r0921,"Transport, mitochondrial"
5076,r0924,"Transport, extracellular"
5077,r0925,"Transport, lysosomal"
5078,r0926,"Transport, mitochondrial"
5079,r0927,"Transport, mitochondrial"
5080,r0931,"Transport, endoplasmic reticular"
5081,r0932,"Transport, lysosomal"
5082,r0934,"Transport, peroxisomal"
5083,r0936,"Transport, endoplasmic reticular"
5084,r0937,"Transport, lysosomal"
5085,r0940,"Transport, extracellular"
5086,r0941,"Transport, mitochondrial"
5087,r0942,"Transport, extracellular"
5088,r0946,"Transport, extracellular"
5089,r0947,"Transport, mitochondrial"
5090,r0950,"Transport, mitochondrial"
5091,r0954,"Transport, peroxisomal"
5092,r0960,"Transport, endoplasmic reticular"
5093,r0961,"Transport, extracellular"
5094,r0962,"Transport, mitochondrial"
5095,r0963,"Transport, extracellular"
5096,r0968,"Transport, endoplasmic reticular"
5097,r0970,"Transport, endoplasmic reticular"
5098,r0973,"Transport, mitochondrial"
5099,r0974,"Transport, extracellular"
5100,r0975,"Transport, mitochondrial"
5101,r0983,"Transport, endoplasmic reticular"
5102,r0984,"Transport, lysosomal"
5103,r0986,"Transport, lysosomal"
5104,r0987,"Transport, lysosomal"
5105,r0988,"Transport, peroxisomal"
5106,r0989,"Transport, endoplasmic reticular"
5107,r0990,"Transport, peroxisomal"
5108,r0992,"Transport, extracellular"
5109,r0993,"Transport, extracellular"
5110,r0994,"Transport, endoplasmic reticular"
5111,r0995,"Transport, endoplasmic reticular"
5112,r0997,"Transport, peroxisomal"
5113,r0998,"Transport, endoplasmic reticular"
5114,r1000,"Transport, endoplasmic reticular"
5115,r1001,"Transport, mitochondrial"
5116,r1002,"Transport, endoplasmic reticular"
5117,r1003,"Transport, peroxisomal"
5118,r1004,"Transport, endoplasmic reticular"
5119,r1005,"Transport, mitochondrial"
5120,r1006,"Transport, peroxisomal"
5121,r1007,"Transport, peroxisomal"
5122,r1008,"Transport, mitochondrial"
5123,r1010,"Transport, endoplasmic reticular"
5124,r1011,"Transport, endoplasmic reticular"
5125,r1012,"Transport, peroxisomal"
5126,r1013,"Transport, endoplasmic reticular"
5127,r1014,"Transport, peroxisomal"
5128,r1017,"Transport, extracellular"
5129,r1018,"Transport, endoplasmic reticular"
5130,r1019,"Transport, peroxisomal"
5131,r1020,"Transport, mitochondrial"
5132,r1021,"Transport, mitochondrial"
5133,r1024,"Transport, endoplasmic reticular"
5134,r1025,Bile acid synthesis
5135,r1026,"Transport, extracellular"
5136,r1027,"Transport, extracellular"
5137,r1028,"Transport, extracellular"
5138,r1029,"Transport, extracellular"
5139,r1030,"Transport, extracellular"
5140,r1043,"Transport, extracellular"
5141,r1044,"Transport, extracellular"
5142,r1045,"Transport, extracellular"
5143,r1051,"Transport, endoplasmic reticular"
5144,r1052,"Transport, lysosomal"
5145,r1059,"Transport, lysosomal"
5146,r1061,"Transport, lysosomal"
5147,r1062,"Transport, lysosomal"
5148,r1063,"Transport, lysosomal"
5149,r1064,"Transport, lysosomal"
5150,r1067,"Transport, lysosomal"
5151,r1068,"Transport, lysosomal"
5152,r1071,"Transport, lysosomal"
5153,r1073,"Transport, lysosomal"
5154,r1074,"Transport, lysosomal"
5155,r1076,"Transport, lysosomal"
5156,r1077,"Transport, lysosomal"
5157,r1078,"Transport, mitochondrial"
5158,r1080,"Transport, lysosomal"
5159,r1088,"Transport, extracellular"
5160,r1106,"Transport, extracellular"
5161,r1116,"Transport, extracellular"
5162,r1117,"Transport, mitochondrial"
5163,r1140,"Transport, lysosomal"
5164,r1143,"Transport, extracellular"
5165,r1144,"Transport, extracellular"
5166,r1147,"Transport, peroxisomal"
5167,r1148,"Transport, peroxisomal"
5168,r1150,"Transport, lysosomal"
5169,r1155,"Transport, mitochondrial"
5170,r1159,"Transport, endoplasmic reticular"
5171,r1162,"Transport, extracellular"
5172,r1291,"Transport, mitochondrial"
5173,r1292,"Transport, peroxisomal"
5174,r1298,"Transport, lysosomal"
5175,r1299,"Transport, lysosomal"
5176,r1301,"Transport, lysosomal"
5177,r1302,"Transport, lysosomal"
5178,r1303,"Transport, endoplasmic reticular"
5179,r1304,"Transport, lysosomal"
5180,r1318,"Transport, endoplasmic reticular"
5181,r1364,"Transport, lysosomal"
5182,r1365,"Transport, lysosomal"
5183,r1367,"Transport, lysosomal"
5184,r1368,"Transport, lysosomal"
5185,r1375,Aminosugar metabolism
5186,r1400,Fatty acid oxidation
5187,r1401,Fatty acid oxidation
5188,r1421,"Transport, extracellular"
5189,r1423,"Transport, extracellular"
5190,r1427,"Transport, mitochondrial"
5191,r1434,"Transport, mitochondrial"
5192,r1436,"Transport, mitochondrial"
5193,r1437,"Transport, mitochondrial"
5194,r1440,"Transport, mitochondrial"
5195,r1441,"Transport, mitochondrial"
5196,r1454,"Transport, mitochondrial"
5197,r1455,"Transport, mitochondrial"
5198,r1456,"Transport, mitochondrial"
5199,r1459,"Transport, nuclear"
5200,r1464,"Transport, mitochondrial"
5201,r1492,"Transport, extracellular"
5202,r1493,"Transport, extracellular"
5203,r1495,"Transport, extracellular"
5204,r1497,"Transport, extracellular"
5205,r1498,"Transport, extracellular"
5206,r1499,"Transport, extracellular"
5207,r1500,"Transport, extracellular"
5208,r1501,"Transport, extracellular"
5209,r1502,"Transport, extracellular"
5210,r1503,"Transport, extracellular"
5211,r1512,"Transport, extracellular"
5212,r1514,"Transport, extracellular"
5213,r1515,"Transport, extracellular"
5214,r1516,"Transport, extracellular"
5215,r1517,"Transport, extracellular"
5216,r1518,"Transport, extracellular"
5217,r1519,"Transport, extracellular"
5218,r1520,"Transport, extracellular"
5219,r1521,"Transport, extracellular"
5220,r1522,"Transport, extracellular"
5221,r1523,"Transport, extracellular"
5222,r1525,"Transport, extracellular"
5223,r1526,"Transport, extracellular"
5224,r1527,"Transport, extracellular"
5225,r1528,"Transport, extracellular"
5226,r1529,"Transport, extracellular"
5227,r1530,"Transport, extracellular"
5228,r1531,"Transport, extracellular"
5229,r1532,"Transport, extracellular"
5230,r1533,"Transport, extracellular"
5231,r1536,"Transport, extracellular"
5232,r1538,"Transport, extracellular"
5233,r1544,"Transport, extracellular"
5234,r1546,"Transport, extracellular"
5235,r1547,"Transport, extracellular"
5236,r1548,"Transport, extracellular"
5237,r1549,"Transport, extracellular"
5238,r1551,"Transport, extracellular"
5239,r1552,"Transport, extracellular"
5240,r1553,"Transport, extracellular"
5241,r1554,"Transport, extracellular"
5242,r1556,"Transport, extracellular"
5243,r1557,"Transport, extracellular"
5244,r1559,"Transport, extracellular"
5245,r1560,"Transport, extracellular"
5246,r1561,"Transport, extracellular"
5247,r1562,"Transport, extracellular"
5248,r1563,"Transport, extracellular"
5249,r1564,"Transport, extracellular"
5250,r1565,"Transport, extracellular"
5251,r1566,"Transport, extracellular"
5252,r1567,"Transport, extracellular"
5253,r1568,"Transport, extracellular"
5254,r1569,"Transport, extracellular"
5255,r1570,"Transport, extracellular"
5256,r1571,"Transport, extracellular"
5257,r1573,"Transport, extracellular"
5258,r1574,"Transport, extracellular"
5259,r1575,"Transport, extracellular"
5260,r1576,"Transport, extracellular"
5261,r1578,"Transport, extracellular"
5262,r1579,"Transport, extracellular"
5263,r1580,"Transport, extracellular"
5264,r1581,"Transport, extracellular"
5265,r1583,"Transport, extracellular"
5266,r1584,"Transport, extracellular"
5267,r1585,"Transport, extracellular"
5268,r1586,"Transport, extracellular"
5269,r1587,"Transport, extracellular"
5270,r1588,"Transport, extracellular"
5271,r1589,"Transport, extracellular"
5272,r1590,"Transport, extracellular"
5273,r1591,"Transport, extracellular"
5274,r1592,"Transport, extracellular"
5275,r1593,"Transport, extracellular"
5276,r1594,"Transport, extracellular"
5277,r1595,"Transport, extracellular"
5278,r1596,"Transport, extracellular"
5279,r1597,"Transport, extracellular"
5280,r1598,"Transport, extracellular"
5281,r1599,"Transport, extracellular"
5282,r1600,"Transport, extracellular"
5283,r1602,"Transport, extracellular"
5284,r1603,"Transport, extracellular"
5285,r1604,"Transport, extracellular"
5286,r1605,"Transport, extracellular"
5287,r1606,"Transport, extracellular"
5288,r1607,"Transport, extracellular"
5289,r1608,"Transport, extracellular"
5290,r1609,"Transport, extracellular"
5291,r1610,"Transport, extracellular"
5292,r1611,"Transport, extracellular"
5293,r1612,"Transport, extracellular"
5294,r1613,"Transport, extracellular"
5295,r1614,"Transport, extracellular"
5296,r1615,"Transport, extracellular"
5297,r1616,"Transport, extracellular"
5298,r1617,"Transport, extracellular"
5299,r1621,"Transport, extracellular"
5300,r1625,"Transport, extracellular"
5301,r1627,"Transport, extracellular"
5302,r1628,"Transport, extracellular"
5303,r1629,"Transport, extracellular"
5304,r1630,"Transport, extracellular"
5305,r1631,"Transport, extracellular"
5306,r1632,"Transport, extracellular"
5307,r1633,"Transport, extracellular"
5308,r1634,"Transport, extracellular"
5309,r1635,"Transport, extracellular"
5310,r1636,"Transport, extracellular"
5311,r1637,"Transport, extracellular"
5312,r1638,"Transport, extracellular"
5313,r1639,"Transport, extracellular"
5314,r1640,"Transport, extracellular"
5315,r1641,"Transport, extracellular"
5316,r1642,"Transport, extracellular"
5317,r1643,"Transport, extracellular"
5318,r1645,"Transport, extracellular"
5319,r1646,"Transport, extracellular"
5320,r1648,"Transport, extracellular"
5321,r1649,"Transport, extracellular"
5322,r1650,"Transport, extracellular"
5323,r1651,"Transport, extracellular"
5324,r1652,"Transport, extracellular"
5325,r1653,"Transport, extracellular"
5326,r1654,"Transport, extracellular"
5327,r1655,"Transport, extracellular"
5328,r1656,"Transport, extracellular"
5329,r1657,"Transport, extracellular"
5330,r1658,"Transport, extracellular"
5331,r1659,"Transport, extracellular"
5332,r1660,"Transport, extracellular"
5333,r1661,"Transport, extracellular"
5334,r1662,"Transport, extracellular"
5335,r1664,"Transport, extracellular"
5336,r1665,"Transport, extracellular"
5337,r1666,"Transport, extracellular"
5338,r1667,"Transport, extracellular"
5339,r1668,"Transport, extracellular"
5340,r1669,"Transport, extracellular"
5341,r1670,"Transport, extracellular"
5342,r1671,"Transport, extracellular"
5343,r1672,"Transport, extracellular"
5344,r1673,"Transport, extracellular"
5345,r1674,"Transport, extracellular"
5346,r1675,"Transport, extracellular"
5347,r1676,"Transport, extracellular"
5348,r1677,"Transport, extracellular"
5349,r1678,"Transport, extracellular"
5350,r1679,"Transport, extracellular"
5351,r1680,"Transport, extracellular"
5352,r1681,"Transport, extracellular"
5353,r1682,"Transport, extracellular"
5354,r1683,"Transport, extracellular"
5355,r1684,"Transport, extracellular"
5356,r1685,"Transport, extracellular"
5357,r1686,"Transport, extracellular"
5358,r1687,"Transport, extracellular"
5359,r1690,"Transport, extracellular"
5360,r1691,"Transport, extracellular"
5361,r1692,"Transport, extracellular"
5362,r1693,"Transport, extracellular"
5363,r1695,"Transport, extracellular"
5364,r1696,"Transport, extracellular"
5365,r1698,"Transport, extracellular"
5366,r1700,"Transport, extracellular"
5367,r1701,"Transport, extracellular"
5368,r1702,"Transport, extracellular"
5369,r1705,"Transport, extracellular"
5370,r1706,"Transport, extracellular"
5371,r1707,"Transport, extracellular"
5372,r1708,"Transport, extracellular"
5373,r1710,"Transport, extracellular"
5374,r1711,"Transport, extracellular"
5375,r1713,"Transport, extracellular"
5376,r1715,"Transport, extracellular"
5377,r1716,"Transport, extracellular"
5378,r1717,"Transport, extracellular"
5379,r1720,"Transport, extracellular"
5380,r1721,"Transport, extracellular"
5381,r1722,"Transport, extracellular"
5382,r1723,"Transport, extracellular"
5383,r1725,"Transport, extracellular"
5384,r1726,"Transport, extracellular"
5385,r1728,"Transport, extracellular"
5386,r1730,"Transport, extracellular"
5387,r1731,"Transport, extracellular"
5388,r1732,"Transport, extracellular"
5389,r1733,"Transport, extracellular"
5390,r1734,"Transport, extracellular"
5391,r1735,"Transport, extracellular"
5392,r1736,"Transport, extracellular"
5393,r1737,"Transport, extracellular"
5394,r1738,"Transport, extracellular"
5395,r1739,"Transport, extracellular"
5396,r1740,"Transport, extracellular"
5397,r1741,"Transport, extracellular"
5398,r1742,"Transport, extracellular"
5399,r1743,"Transport, extracellular"
5400,r1744,"Transport, extracellular"
5401,r1745,"Transport, extracellular"
5402,r1746,"Transport, extracellular"
5403,r1747,"Transport, extracellular"
5404,r1748,"Transport, extracellular"
5405,r1749,"Transport, extracellular"
5406,r1750,"Transport, extracellular"
5407,r1751,"Transport, extracellular"
5408,r1752,"Transport, extracellular"
5409,r1753,"Transport, extracellular"
5410,r1754,"Transport, extracellular"
5411,r1755,"Transport, extracellular"
5412,r1756,"Transport, extracellular"
5413,r1757,"Transport, extracellular"
5414,r1758,"Transport, extracellular"
5415,r1759,"Transport, extracellular"
5416,r1760,"Transport, extracellular"
5417,r1761,"Transport, extracellular"
5418,r1762,"Transport, extracellular"
